station_id,station_name,district,longitude,latitude,first_seen,last_seen,capacity_min,capacity_max,capacity_changed
1399,碧河宮,中和區,121.4931411743164,24.99665069580078,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1400,華江一華江五路口(雙江翠社區),板橋區,121.47252655029297,25.034849166870117,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1401,中正思源路口(西南側),新莊區,121.45950317382812,25.038209915161133,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1402,十三行博物館,八里區,121.40599822998047,25.156999588012695,2026-01-01 00:00:00,2026-06-30 23:30:00,46,46,0
1403,保安永平路口,永和區,121.50604248046875,25.0123291015625,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1404,員勝公園,中和區,121.47859954833984,25.010900497436523,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1405,學士學府路口(大苑社區),土城區,121.44580078125,24.976959228515625,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1406,捷運大坪林站(1號出口),新店區,121.54100036621094,24.982799530029297,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1407,捷運永寧站(2號出口),土城區,121.43553924560547,24.966129302978516,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1408,新店高中,新店區,121.53421020507812,24.974180221557617,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1409,新莊體育館,新莊區,121.45255279541016,25.04077911376953,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1410,板橋福德公園,板橋區,121.46733856201172,25.011560440063477,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1411,林口社區運動公園(公園路),林口區,121.3742904663086,25.07447052001953,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1412,金城立德路口,土城區,121.46601867675781,24.98689079284668,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1413,崇德國小,汐止區,121.66979217529297,25.069379806518555,2026-01-01 00:00:00,2026-06-30 23:30:00,47,47,0
1414,中正仁愛街口,新莊區,121.44461822509766,25.03451919555664,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1415,中正新雅巷口,新莊區,121.41768646240234,25.02593994140625,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1416,中華里(中華路二段),新莊區,121.45366668701172,25.04619026184082,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1417,扶輪公園,林口區,121.36932373046875,25.072980880737305,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1418,捷運蘆洲站(1號出口),蘆洲區,121.46510314941406,25.091129302978516,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1419,捷運頂溪站(中興街),永和區,121.5152587890625,25.012229919433594,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1420,正義公園,三重區,121.49781799316406,25.06855010986328,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1421,民有公園,中和區,121.47467803955078,25.008630752563477,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1422,浮洲合宜住宅(樂群路),板橋區,121.44641876220703,24.997020721435547,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1423,淺水灣,三芝區,121.4713134765625,25.2523193359375,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1424,矽谷園區,汐止區,121.63446807861328,25.06226921081543,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1425,福和國中停車場,永和區,121.52266693115234,25.0050106048584,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1426,秀朗國小,永和區,121.52278137207031,24.998960494995117,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1427,輕軌淡水行政中心站,淡水區,121.44435119628906,25.189159393310547,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1428,輕軌紅樹林站,淡水區,121.45886993408203,25.155052185058594,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1429,龍門公園,三重區,121.49848175048828,25.074819564819336,2026-01-01 00:00:00,2026-06-30 23:30:00,48,48,0
1430,中山北新春街口,淡水區,121.44474029541016,25.180349349975586,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1431,中興寶慶街口,新店區,121.54194641113281,24.986940383911133,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1432,信義公園市民活動中心,板橋區,121.4571304321289,24.991809844970703,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1433,北新國小,新店區,121.54443359375,24.97422981262207,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1434,原興廣場,汐止區,121.63304138183594,25.0650691986084,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1435,央北新村平面停車場,新店區,121.5273666381836,24.977519989013672,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1436,文化路二段182巷1弄,板橋區,121.472412109375,25.029260635375977,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1437,縣民民族路口,板橋區,121.46099853515625,25.010000228881836,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1438,興化公園,新莊區,121.46112060546875,25.065229415893555,2026-01-01 00:00:00,2026-06-30 23:30:00,49,55,1
1439,蘆洲中路公園,蘆洲區,121.46822357177734,25.08180046081543,2026-01-01 00:00:00,2026-06-30 23:30:00,49,49,0
1440,中興中正路口(泰坤建設),新莊區,121.44933319091797,25.035640716552734,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1441,員林社區公園,土城區,121.44328308105469,24.977840423583984,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1442,土城國中,土城區,121.43036651611328,24.96242904663086,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1443,板南立言街口,中和區,121.48790740966797,25.006549835205078,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1444,樟樹國小,汐止區,121.64038848876953,25.066930770874023,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1445,民享藝文特區,中和區,121.47528839111328,25.0035400390625,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1446,民生公園,板橋區,121.47541809082031,25.01367950439453,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1447,湳雅觀光夜市(津渡橋),板橋區,121.45230865478516,25.00790023803711,2026-01-01 00:00:00,2026-06-30 23:30:00,50,56,1
1448,莊敬公園,板橋區,121.47025299072266,25.020620346069336,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1449,遠雄左岸,中和區,121.48808288574219,25.009830474853516,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1450,麗水富貴路口(聯合公園社區),新莊區,121.45162200927734,25.056970596313477,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1451,中平國中,新莊區,121.44393920898438,25.05426025390625,2026-01-01 00:00:00,2026-06-30 23:30:00,50,50,0
1452,中原東街(左岸牡丹園),中和區,121.48600769042969,25.012969970703125,2026-01-01 00:00:00,2026-06-30 23:30:00,51,51,0
1453,宏匯廣場,新莊區,121.44908142089844,25.059310913085938,2026-01-01 00:00:00,2026-06-30 23:30:00,51,51,0
